text,user,location,Subject,state
" Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" ‚?¶",SchultzTherese,"Vineyard, CA",Joe Biden,California
" Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, ‚??‚?¶ ",urbanphotogal,"Atlantic City, NJ",Joe Biden,New Jersey
" Journalism today:""The Intercept‚??s editors, in violation of my contractual right of editorial freedom, censored an art‚?¶",JosephLHurtado,"Bay Area, CA",Joe Biden,California
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",Rosa1234tejana,"Corpus Christi, TX",Joe Biden,Texas
" Let's become a country that makes it clear we want people to vote, and where both parties know that the path to power is win‚?¶",bruinsfan197,"Boston, MA",Joe Biden,Massachusetts
" We Have Been Warned: Joe Biden Promises ""Equality Act‚?ù and Openly Threatens Religious Freedom in Final Days of Presidenti‚?¶",RandyPShaw,"Glasgow, Kentucky",Joe Biden,Kentucky
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",MikeGD100,"Scottsdale, AZ",Joe Biden,Arizona
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,talktomebaebae,"Seal Beach, CA",Joe Biden,California
" Joe Biden attacks President Trump's Covid-19 response in South Korean op-ed and promises ""principled diplomacy"" with North‚?¶",PamUnplugged,Connecticut,Joe Biden,Connecticut
     Joe Biden's cadre of billionaires know that the‚?¶ ,CescoEstep,"Sacrifice Zone, West Virginia",Joe Biden,West Virginia
 ‚??Some men change their party for the sake of their principles. Others change their principles for the sake of their party.‚?¶,MoBarbieri1,"Kittery Point, Maine",Joe Biden,Maine
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",3809ps,Mississippi,Joe Biden,Mississippi
Joe Biden said ‚??poor kids are just as bright as white kids‚?ù.But they‚??re calling Brett Favre a racist.,AtTheSuper,"Maryland, USA",Joe Biden,Maryland
Johnny Carson - Joe Biden joke (September 16th 1987)  via ,pendergrass_bob,"Hamilton, OH",Joe Biden,Ohio
 President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.,SlimmerYu,"California, USA",Joe Biden,California
 Retweet if you have already voted for .Like if you are voting for Joe Biden.,HearMeRoar_64,Utah,Joe Biden,Utah
" Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",grammasu52,"Washington, USA",Joe Biden,Washington
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",SusieSpirit38,"Texas, USA",Joe Biden,Texas
 There‚??s not a chance in heck Joe Biden wrote this article. I guarantee he does not know the term ‚??Imago Dei‚?ù or who Diet‚?¶,ajtolz,"Chicago, IL",Joe Biden,Illinois
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",garyschoolcraft,"San Jose, CA",Joe Biden,California
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",Breathe_FFS,"New York, USA",Joe Biden,New York
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",TCarlaccini,"San Francisco, CA",Joe Biden,California
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",gthale1,"Louisville, KY",Joe Biden,Kentucky
 The Trump campaign is currently blanketing airways with ‚??you won‚??t be safe in Joe Biden‚??s America‚?ù ads. The Trump campaign‚??s l‚?¶,VKiint,"Washington, DC",Joe Biden,Washington
 You Mothafukkas better have or will vote for Joe Mothafukkin Biden?????•‚?ºÔ∏è,meganhswanson,"Ohio, USA",Joe Biden,Ohio
 Joe Biden could win the popular vote by 7% and still lose the Electoral college designed by slave owners to protect whi‚?¶,TwitRitter,"Colorado, USA",Joe Biden,Colorado
" I'm sure Joe taught him how to play the game- Joe had 47 years to learn the ins and outs of how to skirt the law, and fly‚?¶",KrissyPissy1,"Texas, USA",Joe Biden,Texas
" If you voted for Joe Biden and Kamala Harris already, please retweet this status. I would just love to see how much posit‚?¶",lschkuh,"Los Angeles, CA",Joe Biden,California
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,PJR4Senate,"Roseburg, OR ",Joe Biden,Oregon
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",smillst2,"Beaumont, CA",Joe Biden,California
" Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, ‚??L‚?¶ ",urbanphotogal,"Atlantic City, NJ",Joe Biden,New Jersey
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",Askylitships,"Scranton, PA",Joe Biden,Pennsylvania
 WATCH: MSNBC's Chuck Todd Asks if Joe Biden is Taking Covid 'Too Seriously' ,Charvettebey,"Baltimore, MD",Joe Biden,Maryland
" Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" ‚?¶",97mike1,"Ohio, USA",Joe Biden,Ohio
 WATCH: Biden campaign spokesman Jamal Brown does NOT deny that Joe Biden met with Hunter's business partner Tony Bobulins‚?¶,AllisynMccarthy,"Massachusetts, USA",Joe Biden,Massachusetts
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",jbfletcher28,"Henderson, NV",Joe Biden,Nevada
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",ryliepipermom,"Hudsonville, MI",Joe Biden,Michigan
 Joe Biden made his only surviving son his ‚??bag man.‚?ù,Jarness79,"Concord, CA",Joe Biden,California
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",GJMontanez8,"Boston, MA",Joe Biden,Massachusetts
Vote for Joe Biden and wear a mask. ,janemaestro,"Florida, USA",Joe Biden,Florida
 Joe Biden has never wanted to take guns away- that would be the other guy running for president ,nicole_bertrand,"Virginia, USA",Joe Biden,Virginia
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",HempForPres,"Washington, DC",Joe Biden,Washington
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,DirkRUSC,"Columbia, SC",Joe Biden,South Carolina
 Joe Biden: The great ‚??unifier‚?ù that calls you chumps and clowns.,hollister_rafe,"Mayberry, NC",Joe Biden,North Carolina
 Donald Trump called Joe Biden‚??s family a crime family......are they really?,LA_Detectives,"City of Angels, California",Joe Biden,California
     My mother spent a month in a Covid unit. She had voted GOP‚?¶,KOBLU4U,"Arizona, USA",Joe Biden,Arizona
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,GcooperL,NY,Joe Biden,New York
??® New report: How did social media and untrustworthy outlets influence coverage of the #corruption allegations agai‚?¶ ,pressrelations,"Austin, TX",Joe Biden,Texas
 As Shakespeare said:Joe Biden might get our necks out of the red that Trump put us in but he won‚??t take away the redn‚?¶,MsOCHubbard,"Douglasville, GA",Joe Biden,Georgia
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,JLTroutTX,"Texas, USA",Joe Biden,Texas
 Yes! Vote for Joe Biden!,SCBANDMOM,South Carolina,Joe Biden,South Carolina
" Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according‚?¶",PamelaDSolano,"Lubbock, TX",Joe Biden,Texas
 Joe Biden made his only surviving son his ‚??bag man.‚?ù,Pharmer1,"Indiana, USA",Joe Biden,Indiana
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",johnclavis,"Astoria, NY",Joe Biden,New York
" It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th‚?¶",dpbeatcancer," Sarasota,FL",Joe Biden,Florida
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",MinneapolisEric,"Minneapolis, MN",Joe Biden,Minnesota
 Is Joe Biden cooperating with the FBI into their investigation into his family business??§?,Im_ur_hklbry,"Oklahoma, USA",Joe Biden,Oklahoma
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",Ellie_J_Sims,"Mount Airy, NC",Joe Biden,North Carolina
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",OneVoice1111,"Florida, USA",Joe Biden,Florida
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,treenabeana,"Texas, USA",Joe Biden,Texas
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",Goldee65,"Pompano Beach, FL",Joe Biden,Florida
 The #TCJA provided tax cuts for 91% of middle-income Americans. Joe Biden and Kamala Harris want to take those tax cuts aw‚?¶,hoppynsc,"Piedmont, SC",Joe Biden,South Carolina
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",tmunley,"Sun City West, AZ",Joe Biden,Arizona
 Joe Biden is still glorifying Jacob Blake.,wolfpackboss,New York,Joe Biden,New York
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",Neuroglyph,"MI, USA",Joe Biden,Michigan
" Joe Biden has a screwup son and used his position as VP to get his son lucrative money from foreign powers, only his son‚?¶",ejantunez,"Miami, FL",Joe Biden,Florida
 Yesterday  granted Duke Tanner clemency after 16 years in prisonHe was sentenced to LIFE in prison fo‚?¶,PeacePatriots,"Detroit, MI",Joe Biden,Michigan
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",turioun,"Nashville, TN",Joe Biden,Tennessee
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",GrollHolly,"Massachusetts, near the ocean",Joe Biden,Massachusetts
 VODKAPUNDIT PRESENTS YOUR DAILY INSANITY WRAP: Joe Biden‚??s Most Extraordinary Projectile Word Vomit ‚?¶ ‚?¶,sophiatseliem,"California, USA",Joe Biden,California
 Joe Biden‚??s America  ,luvmycruzer,"Chicago, IL ",Joe Biden,Illinois
" Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, ‚??Light‚?¶ ",urbanphotogal,"Atlantic City, NJ",Joe Biden,New Jersey
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",LittleTownJane,"Michigan, USA",Joe Biden,Michigan
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",beckelro,"Louisville, KY",Joe Biden,Kentucky
 'I'm afraid that the rhetoric that I've been hearing is that we'll be in war by Spring': Tara Reade on Joe Biden potential pres‚?¶,goodfortruth,Texas,Joe Biden,Texas
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",YourKelleyGirl,"Flint, MI",Joe Biden,Michigan
  Just remember Marco it was Joe Biden who defeated the socialist-leaning Democrats in the primary. Joe didn't‚?¶,Jean28387727,"Sacramento, CA",Joe Biden,California
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,mnissinking,"Minnesota, USA",Joe Biden,Minnesota
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",LindaTu79950678,"Indianapolis, IN",Joe Biden,Indiana
VODKAPUNDIT PRESENTS YOUR DAILY INSANITY WRAP: Joe Biden‚??s Most Extraordinary Projectile Word Vomit ‚?¶ ,sophiatseliem,"California, USA",Joe Biden,California
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",ShademLandry,"Massachusetts, USA",Joe Biden,Massachusetts
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",BradBosseMusic,"Manchester, NH",Joe Biden,New Hampshire
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",CindySi96528479,"Dallas, TX",Joe Biden,Texas
 All the millionaires and billionaires love Joe Biden.,head_detective,"Philadelphia, PA",Joe Biden,Pennsylvania
 TRUMP: ‚??Joe Biden Will Destroy the United States Supreme Court‚?? if Elected President ,emholdcroft,"Forest Hills, NY",Joe Biden,New York
" If for some reason Joe Biden is ahead in MI, WI and PA after #ElectionDay, Donald Trump and his minions will immediatel‚?¶",ChasMiller54,"Chicago, IL",Joe Biden,Illinois
 I'd love to spend 20 minutes with Trump.I would not piss on Joe Biden if he were on fire.,HomeySanders,"Pittsburgh, PA, USA",Joe Biden,Pennsylvania
" President Donald Trump‚??s campaign rallies versus Joe Biden‚??s rallies during the pandemic, in photos. ",madlila,WV,Joe Biden,West Virginia
 Biden's continued embrace of the Violence Against Women Act suggests he's learned very little about either criminal justice or‚?¶,ValueCritic,"Fullerton, CA",Joe Biden,California
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,hsullivan34,"Cambridge, MA",Joe Biden,Massachusetts
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",RexKitty49,"Syracuse, NY",Joe Biden,New York
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,dawnRJones_5,"Corvallis, OR",Joe Biden,Oregon
WATCH: #ChinaJoe Biden Runs from Reporters on Friday -- Refuses to Discuss Family Financial Scandals and Perversion‚?¶ ,Crossbearer1956,NC,Joe Biden,North Carolina
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,TheDougBradley,"Meridian, MS",Joe Biden,Mississippi
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",CeeM5,"Oregon, USA",Joe Biden,Oregon
 President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.,gigikeno1,"Kenosha, WI",Joe Biden,Wisconsin
A U.S. Justice Department Offical has confirmed to Sinclair Broadcast Group that a 2019 FBI investigation into Hunt‚?¶ ,BreakinNewz01,Pennsylvania,Joe Biden,Pennsylvania
 Joe Biden pledges that if elected president he would form a task force to reunite the 545 immigrant children who‚??ve been s‚?¶,ABbey_Random,Idaho,Joe Biden,Idaho
" Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, ‚??Ligh‚?¶ ",urbanphotogal,"Atlantic City, NJ",Joe Biden,New Jersey
 Retweet if you have already voted for .Like if you are voting for Joe Biden.,LizetteKodama,"New York, NY",Joe Biden,New York
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",TimTerlato,"Edgewater, FL",Joe Biden,Florida
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",ritabarbato17,Florida,Joe Biden,Florida
     Streaming from Joe Biden‚??s website,SpartanRoom238,"Texas, USA",Joe Biden,Texas
   ‚??President Trump refused to commit to a peaceful transition of power if h‚?¶ ,babakheidaridds,"California, USA",Joe Biden,California
  This is pure projection. Not a single person has said Joe Biden accepted any foreign‚?¶ ,JakeVanSanten,"Orlando, FL",Joe Biden,Florida
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",lydiad,"Riverside, California",Joe Biden,California
" For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and‚?¶",Chrishartradio,"Orlando, FL",Joe Biden,Florida
 Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio‚?¶,BradResist,"De Pere, WI",Joe Biden,Wisconsin
" For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and‚?¶",ENDLESS2578,"New York, USA",Joe Biden,New York
" Worried, yearning to hear the result that Joe Biden is our 46th President.‚?¶ ",AnnaFromMN28,"Minnesota, USA",Joe Biden,Minnesota
 Joe Biden and Kamala Harris Support Criminals and Demoralize Cops ,Libertarian_Clt,"Charlotte, NC",Joe Biden,North Carolina
 Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio‚?¶,kscordray,"Fort Worth, TX",Joe Biden,Texas
Joe Biden Toilet Paper ,AntiqueGuns,"Salem, Utah",Joe Biden,Utah
 Joe Biden and Barack Obama are coming to Flint and Detroit with drive-in campaign stops.,VennaZuela,"Detroit, MI",Joe Biden,Michigan
" Winston Churchill‚??s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y‚?¶",tabruns,Illinois,Joe Biden,Illinois
" ‚??My Democratic vote wouldn‚??t make me a Democrat, it would make me a better Republican... the party I knew is gone.‚?ù - ‚?¶",rcp_1964,"Colorado, USA",Joe Biden,Colorado
" To make a long story short, apparently, Glenn Greenwald was colluding with Tucker Carlson to help Trump by smearing Joe Bi‚?¶",ivehaditalready,"South Carolina, USA",Joe Biden,South Carolina
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",LASR0411,Massachusetts,Joe Biden,Massachusetts
 Joe Biden‚??s America  ,SteveLebitsch10,"Hopewell Junction, NY",Joe Biden,New York
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",beachnsandnsun,"West Virginia, USA",Joe Biden,West Virginia
" I‚??ll say it.¬† Joe Biden is a lowlife. He always has been. A corrupt, bigoted, lifelong politician.¬† Now using Hitler in‚?¶",hollister_rafe,"Mayberry, NC",Joe Biden,North Carolina
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",jroach9680,"Spenerd, AK",Joe Biden,Alaska
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",treybritt42,"Nichols, SC",Joe Biden,South Carolina
" Dear  225,000 dead Americans and Chuck Todd asks Joe Biden if he is taking covid ""too seriously.""So many people‚?¶",realspaceblatt,"Texas, USA",Joe Biden,Texas
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",MaryC_mlc4123,"Independence, MO",Joe Biden,Missouri
 So we have Kamala in Texas and Joe Biden in 3 different states today... it‚??s going to be an exciting day,nicole_bertrand,"Virginia, USA",Joe Biden,Virginia
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,Retired1Douglas,"North Carolina, USA",Joe Biden,North Carolina
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,chrislongview,"Florida, USA",Joe Biden,Florida
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",jgkoomey,"California, USA",Joe Biden,California
 Robin Williams warned us about Joe Biden‚??s cognitive issues back in 2009. ,tammywil2445,"Greenwood, IN",Joe Biden,Indiana
  Hunter Biden under about investigating for CHINA money laundering.  Joe Biden is Compromised.‚?¶ ,JanisJanshealy,"Cocoa Beach, FL",Joe Biden,Florida
" A lot of people say this race isn‚??t like 2016 because voters like Joe Biden more than Hillary. Okay, but that doesn‚??t‚?¶",Lex_n_Concord,"Plimouth, MA",Joe Biden,Massachusetts
 Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo‚?¶,CeeM5,"Oregon, USA",Joe Biden,Oregon
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",JoAnnEB2014,"Oregon, USA",Joe Biden,Oregon
Ughhhh !!!Just saw Jill Biden Ad ...  pulling at heartstrings... She claims she met Joe 2 years after Joe's wif‚?¶ ,wray_cassandra,"New York, USA",Joe Biden,New York
" 4. Even if Bobulinski had done business with Hunter Biden (he didn't) and even if Joe Biden was involved (he wasn't, accordi‚?¶",csmcg,GA,Joe Biden,Georgia
"Joe Biden Synonyms:Segregationist,Liar and BullShit Artist,Extortionist,Quid Pro Quo expert,Exploiter,Leech,‚?¶ ",RobertMislow,"New England, Nevada, Florida",Joe Biden,Florida
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,LuAnn_Carol,"Erie, PA",Joe Biden,Pennsylvania
  I thought Ozzy Osborne was the Prince of Darkness. I was wrong? It‚??s Joe Biden? Wow! Okay Rudy.,DrRevo,"ah kha wa la lee, CA ",Joe Biden,California
" Fascinating InterviewTucker Carlson's Full Interview w/  Over His Resignation From ""The Intercept"" Due To T‚?¶",BeachAddict80,"Alaska, USA",Joe Biden,Alaska
 America faces a fateful choice. At stake is the nature of its democracy. Joe Biden would enter the White House promising‚?¶,FlorianMgz,"New York, NY",Joe Biden,New York
Joe Biden has Sexual Allegations also ,TheTommyTruong,"Las Vegas, NV",Joe Biden,Nevada
I will be hopeful WHEN you and Joe Biden are ensconced in the WH!!!Vote BIDEN!!! ,MaryWerblin,"Waterbury, CT",Joe Biden,Connecticut
 So we have Kamala in Texas and Joe Biden in 3 different states today... it‚??s going to be an exciting day,blk_LM,"Seattle,WA",Joe Biden,Washington
". Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, ‚??Ligh‚?¶ ",urbanphotogal,"Atlantic City, NJ",Joe Biden,New Jersey
" Churchill‚??s granddaughter: ‚??My grandfather did not mince words about the Nazi threat ‚?? or say something like, ‚??Hitler will be g‚?¶",collette24,"Pleasanton, CA",Joe Biden,California
 Joe Biden has never wanted to take guns away- that would be the other guy running for president,MarianneCorbett,"Coon Rapids, MN",Joe Biden,Minnesota
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",PurlsReality,"New Jersey, USA",Joe Biden,New Jersey
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",kscordray,"Fort Worth, TX",Joe Biden,Texas
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,CGDuck5,"Nevada, USA",Joe Biden,Nevada
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",BhatiaHamir,"Orange, CA",Joe Biden,California
  Michigan is Endorsing JOE BIDEN SIGNIFICANTLY Trumpy! Oh Well I don't know Brother DEMOCRATS RULE!?§??§®?§∑‚?ç‚??Ô∏è,AndreREllis1,"Springfield, VA",Joe Biden,Virginia
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,RedPill_Crusade,"Florida, USA",Joe Biden,Florida
 Robin Williams warned us about Joe Biden‚??s cognitive issues back in 2009. ,FarmerGirl1967,"Amelia, VA",Joe Biden,Virginia
Sleepy Joe Biden looks like a DEMON ,Ray40251163,"New York, NY n Compton LA",Joe Biden,New York
" You know that if you substitute trump and his family in place of Joe Biden‚??s in this rant by Rudy,‚?¶ ",DonaldC91821550,"Indiana, USA",Joe Biden,Indiana
People voting for socialism don't understand what they aredoing. Biden has promised higher taxes getting rid of Oi‚?¶ ,bullriderfan,"Arizona, USA",Joe Biden,Arizona
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",yayo515,"Florida, USA",Joe Biden,Florida
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,dontholdmebak,"Florida, USA",Joe Biden,Florida
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",capstonedatallc,"Los Angeles, CA",Joe Biden,California
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",DrSueKeller,"Massachusetts, USA",Joe Biden,Massachusetts
 Donald Trump called Joe Biden‚??s family a crime family......are they really?,33vicalo,"Colorado, USA",Joe Biden,Colorado
  Joe Biden stands for all of these things &amp; not only when it‚??s convenient for him. He‚??s‚?¶ ,MichelleZink,New York,Joe Biden,New York
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,sucher_walker,"Edmond, OK",Joe Biden,Oklahoma
" Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" ‚?¶",TracySilva262,"Illinois, USA",Joe Biden,Illinois
" ""I have just voted for Joe Biden. Some of my friends may never speak to me again; others will applaud. Please, for the sak‚?¶",omyword,"Bisbee, AZ",Joe Biden,Arizona
 BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat‚?¶,Heroforhealth,"Wisconsin, USA",Joe Biden,Wisconsin
 Joe Biden‚??s America  ,RonKRich59,"Idaho, USA",Joe Biden,Idaho
 So many reasons to #VOTE for Joe Biden and Kamala Harris!#TheMandalorian #BidenCoalition ,RobynStapel,"Midland Park, NJ",Joe Biden,New Jersey
 Joe Biden could win the popular vote by 7% and still lose the Electoral college designed by slave owners to protect whi‚?¶,murftaz,Iowa,Joe Biden,Iowa
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",brand2Wa,"Great Falls, MT",Joe Biden,Montana
"I have just voted for Joe Biden. Some of my friends may never speak to me again; others will applaud.¬†Please, for t‚?¶ ",cinamongirltcr,"Maine, USA",Joe Biden,Maine
  I‚??m voting for Joe Biden!,nyccookies,"Long Island, NY",Joe Biden,New York
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",carmenisabel17,"Miami, FL",Joe Biden,Florida
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,MHeythaler,"Hanahan, SC",Joe Biden,South Carolina
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",wilsonm458,Ohio,Joe Biden,Ohio
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",DonaldMccalment,"Crawfordsville, IN",Joe Biden,Indiana
 Let me be emphatically clear. A vote for Joe Biden is a vote for Barack Obama. Kamala Harris is without a doubt. Obama 2.0‚?¶,Sonya75211500,"Louisiana, USA",Joe Biden,Louisiana
"Please please my people, don't be fooled by adolf j. Trump , you are better than that please vote Joe Biden he will‚?¶ ",kuzz1956,"Brooklyn, NY",Joe Biden,New York
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",gia829,"Illinois, USA",Joe Biden,Illinois
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",LindaMc55674694,"Florida, USA",Joe Biden,Florida
 Joe Biden could win the popular vote by 7% and still lose the Electoral college designed by slave owners to protect whi‚?¶,BoundarySeeker,"Surprise, AZ",Joe Biden,Arizona
 Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don‚??t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence‚?¶,Craxycat,"Ft. Lewis, WA",Joe Biden,Washington
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",james_m_ritchie,"Omaha, NE",Joe Biden,Nebraska
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",clevapelnar1,"Green Bay, WI",Joe Biden,Wisconsin
 Can you imagine Joe Biden speaking to world leaders on our behalf? ?§¶‚?ç‚??Ô∏è,RICHBICH,"Ft. Lauderdale, Florida",Joe Biden,Florida
 Vietnam wants America‚??s clean natural gas. That means jobs for the people of CO-03.Will DMB and Joe Biden refuse deals‚?¶,gregcummins13,"Florida, USA",Joe Biden,Florida
" Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, ‚??Ligh‚?¶ ",urbanphotogal,"Atlantic City, NJ",Joe Biden,New Jersey
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",pugnosebeats,"Colorado, USA",Joe Biden,Colorado
